text,label
never grumbled feel unhappy help even exam lord,0
im feeling nervous since wasnt sore touch stretch use muscle felt assured nothing would pas,4
ive wrestling feeling jealous envious gfs bf since he staying,3
say feel like terrible person completely love book,0
feel duty help needy vivek oberoi,0
feel ashamed afraid let people come see messy house afraid pulled car towed unpaid ticket afraid blood work come back diagnosis imminent death,0
guess ill feel awkward till get shit,0
im feeling productive today,1
feeling sort heat exhausted,0
feel nothing long stretch time im convinced nothing worked,1
sick feeling lethargic time,0
could vocalize feeling would put sarcastic great,3
busy analysing wrong end feeling bitter thing make happy,3
feel absence herb especially craving delicious homemade soup,1
went sleep friday feeling relieved none family caught tornado broken arrow later night,1
feel getting frantic close pull turn around surprised move easily,4
really feel way single day gone ive felt insecure jerome,4
feel irritable supersensitive,3
feeling much like experiencing strange head neck twinge,4
feel virtuous expressing fear contamination,1
dont want make someone need feel helpless without,0
tried make cheerful comment fitting feel really unwelcome,0
imagine stay forever feel thrilled copy dip back whenever wish,1
spent lot time feeling bit stunned thought awesome,5
would give everything know share pain feel aching caused parting,0
stand looking tower feeling wave nostalgia longing,2
wanted love feel like care enough even doesnt care wedding supportive throw face,2
look see stare feel also know sympathetic glance american friend give,2
sitting corner stewing muck feeling hated alone unworthy violated,3
ive told parent honestly feel course im glad theyre gonna back let decide want next life,1
feel enraged life taken advantage yet,3
feel quite fearful future time wonder happened even something cause abbigail apraxia,4
get slightly warm feeling coming strange sense completeness like feeling get right afterwards except coupled thought one night stand sobered left morning,4
still feel terrible right happened monday night needed time recover sharing sleeping since happened,0
mean feel feel everyfuckingthing fault fucking make irritated im neither passive enough tolerate fault,3
like cause take one muscle pain want feel groggy,0
cant tell moment shock im feeling im jaded lovecraft actually missed note use musical analogy,0
feel inspired,1
need little pick sue sparkly lighted tree make feel better,1
guess isnt exciting story really meant lot made feel less crappy job less fearful stranger world actually turn quite nice quite funny,0
feel respected month tell love alone strike fancy,1
ive decided intentionally make easier even though make feel wimpy admitting reason girl work day job,4
feel particularly passionate goal changing evolving quickly,1
im feeling tortured around one anymore,3
feel lethargic feel blah diet feel great much energy,0
feel somewhat frightened number policeman arrived told may come inside search whatever need,4
found feeling shaky dizzy exercised part weight loss could due getting throat infection,4
know angry every right feel angry perhaps even hateful feeling,3
feel highly intelligent mammal destined become somebody four course sake accompaniment,1
feel slutty reason oh wait know ive like guy talk sex stuff one guy dave like,2
wish little make feel greedy sheepish lazy worked harder last month,3
close eye moment let feel gentle warmth hand overlapping mine guiding,2
say definitely right feel furious dont think ive threatened anyones life ever anger,3
need look decent feel cute,1
squeek intimate scene feel grossed appalled anyway im freak read two loving people forget theyre brother sister,3
feel excited college,1
feel someone wronged way impossible sometimes hard get past without apology guilty party,3
